Topic,Model1,Model2,AverageSimilarity
31,openai4o_lnp,openai4o_snp,0.6650263
31,openai4o_snp,flan_lnp,0.29909867
31,openai4o_snp,flan_snp,0.29909867
31,openai4o_snp,openai4m_lnp,0.62017184
31,openai4o_snp,openai4m_snp,0.54992104
31,openai4o_snp,openai4o_lnp,0.6650263
31,openai4o_snp,openai4o_snp,0.68198097
32,flan_lnp,flan_lnp,0.773793
32,flan_lnp,flan_snp,0.7796161
32,flan_lnp,openai4m_lnp,0.45327714
32,flan_lnp,openai4m_snp,0.58468145
32,flan_lnp,openai4o_lnp,0.5107698
32,flan_lnp,openai4o_snp,0.5718114
32,flan_snp,flan_lnp,0.7796161
32,flan_snp,flan_snp,0.79242647
32,flan_snp,openai4m_lnp,0.4611512
32,flan_snp,openai4m_snp,0.59609264
32,flan_snp,openai4o_lnp,0.51754767
32,flan_snp,openai4o_snp,0.5827113
32,openai4m_lnp,flan_lnp,0.45327717
32,openai4m_lnp,flan_snp,0.4611512
32,openai4m_lnp,openai4m_lnp,0.59316534
32,openai4m_lnp,openai4m_snp,0.5384472
32,openai4m_lnp,openai4o_lnp,0.611087
32,openai4m_lnp,openai4o_snp,0.5332765
32,openai4m_snp,flan_lnp,0.58468145
32,openai4m_snp,flan_snp,0.5960927
32,openai4m_snp,openai4m_lnp,0.53844714
32,openai4m_snp,openai4m_snp,0.78890854
32,openai4m_snp,openai4o_lnp,0.5830429
32,openai4m_snp,openai4o_snp,0.76130986
32,openai4o_lnp,flan_lnp,0.5107698
32,openai4o_lnp,flan_snp,0.5175477
32,openai4o_lnp,openai4m_lnp,0.611087
32,openai4o_lnp,openai4m_snp,0.5830429
32,openai4o_lnp,openai4o_lnp,0.6652944
32,openai4o_lnp,openai4o_snp,0.57221043
32,openai4o_snp,flan_lnp,0.5718113
32,openai4o_snp,flan_snp,0.5827112
32,openai4o_snp,openai4m_lnp,0.5332765
32,openai4o_snp,openai4m_snp,0.76131
32,openai4o_snp,openai4o_lnp,0.57221043
32,openai4o_snp,openai4o_snp,0.7499334
33,flan_lnp,flan_lnp,0.8008346
33,flan_lnp,flan_snp,0.32521766
33,flan_lnp,openai4m_lnp,0.39912927
33,flan_lnp,openai4m_snp,0.2286787
33,flan_lnp,openai4o_lnp,0.4548616
33,flan_lnp,openai4o_snp,0.54844236
33,flan_snp,flan_lnp,0.3252177
33,flan_snp,flan_snp,0.8158692
33,flan_snp,openai4m_lnp,0.3614321
33,flan_snp,openai4m_snp,0.52903646
33,flan_snp,openai4o_lnp,0.35382935
33,flan_snp,openai4o_snp,0.33109063
33,openai4m_lnp,flan_lnp,0.39912927
33,openai4m_lnp,flan_snp,0.36143208
33,openai4m_lnp,openai4m_lnp,0.76618767
33,openai4m_lnp,openai4m_snp,0.29550317
33,openai4m_lnp,openai4o_lnp,0.72438186
33,openai4m_lnp,openai4o_snp,0.61079794
33,openai4m_snp,flan_lnp,0.2286787
33,openai4m_snp,flan_snp,0.52903646
33,openai4m_snp,openai4m_lnp,0.2955032
33,openai4m_snp,openai4m_snp,0.6258949
33,openai4m_snp,openai4o_lnp,0.30019584
33,openai4m_snp,openai4o_snp,0.3218034
33,openai4o_lnp,flan_lnp,0.4548616
33,openai4o_lnp,flan_snp,0.35382935
33,openai4o_lnp,openai4m_lnp,0.72438186
33,openai4o_lnp,openai4m_snp,0.30019584
33,openai4o_lnp,openai4o_lnp,0.73958886
33,openai4o_lnp,openai4o_snp,0.669832
33,openai4o_snp,flan_lnp,0.54844236
33,openai4o_snp,flan_snp,0.33109063
33,openai4o_snp,openai4m_lnp,0.61079794
33,openai4o_snp,openai4m_snp,0.3218034
33,openai4o_snp,openai4o_lnp,0.669832
33,openai4o_snp,openai4o_snp,0.809763
34,flan_lnp,flan_lnp,0.7737928
34,flan_lnp,flan_snp,0.31922615
34,flan_lnp,openai4m_lnp,0.403808
34,flan_lnp,openai4m_snp,0.3573534
34,flan_lnp,openai4o_lnp,0.49990174
34,flan_lnp,openai4o_snp,0.39244676
34,flan_snp,flan_lnp,0.31922615
34,flan_snp,flan_snp,0.80667436
34,flan_snp,openai4m_lnp,0.5195935
34,flan_snp,openai4m_snp,0.50113374
34,flan_snp,openai4o_lnp,0.41932592
34,flan_snp,openai4o_snp,0.48175386
34,openai4m_lnp,flan_lnp,0.403808
34,openai4m_lnp,flan_snp,0.5195935
34,openai4m_lnp,openai4m_lnp,0.68737906
34,openai4m_lnp,openai4m_snp,0.56639
34,openai4m_lnp,openai4o_lnp,0.6884204
34,openai4m_lnp,openai4o_snp,0.57331175
34,openai4m_snp,flan_lnp,0.35735345
34,openai4m_snp,flan_snp,0.50113374
34,openai4m_snp,openai4m_lnp,0.56639
34,openai4m_snp,openai4m_snp,0.60475206
34,openai4m_snp,openai4o_lnp,0.5389893
34,openai4m_snp,openai4o_snp,0.5679639
34,openai4o_lnp,flan_lnp,0.49990174
34,openai4o_lnp,flan_snp,0.41932592
34,openai4o_lnp,openai4m_lnp,0.6884205
34,openai4o_lnp,openai4m_snp,0.5389893
34,openai4o_lnp,openai4o_lnp,0.7583058
34,openai4o_lnp,openai4o_snp,0.56120104
34,openai4o_snp,flan_lnp,0.39244676
34,openai4o_snp,flan_snp,0.48175386
34,openai4o_snp,openai4m_lnp,0.57331175
34,openai4o_snp,openai4m_snp,0.56796384
34,openai4o_snp,openai4o_lnp,0.561201
34,openai4o_snp,openai4o_snp,0.58368593
35,flan_lnp,flan_lnp,0.99999994
35,flan_lnp,flan_snp,0.99999994
35,flan_lnp,openai4m_lnp,0.64057714
35,flan_lnp,openai4m_snp,0.44369942
35,flan_lnp,openai4o_lnp,0.70355326
35,flan_lnp,openai4o_snp,0.7283337
35,flan_snp,flan_lnp,0.99999994
35,flan_snp,flan_snp,0.99999994
35,flan_snp,openai4m_lnp,0.64057714
35,flan_snp,openai4m_snp,0.44369942
35,flan_snp,openai4o_lnp,0.70355326
35,flan_snp,openai4o_snp,0.7283337
35,openai4m_lnp,flan_lnp,0.64057726
35,openai4m_lnp,flan_snp,0.64057726
35,openai4m_lnp,openai4m_lnp,0.8521564
35,openai4m_lnp,openai4m_snp,0.465856
35,openai4m_lnp,openai4o_lnp,0.76558566
35,openai4m_lnp,openai4o_snp,0.528483
35,openai4m_snp,flan_lnp,0.44369942
35,openai4m_snp,flan_snp,0.44369942
35,openai4m_snp,openai4m_lnp,0.46585596
35,openai4m_snp,openai4m_snp,0.65521836
35,openai4m_snp,openai4o_lnp,0.40079826
35,openai4m_snp,openai4o_snp,0.55643225
35,openai4o_lnp,flan_lnp,0.7035533
35,openai4o_lnp,flan_snp,0.7035533
35,openai4o_lnp,openai4m_lnp,0.76558566
35,openai4o_lnp,openai4m_snp,0.40079826
35,openai4o_lnp,openai4o_lnp,0.8053372
35,openai4o_lnp,openai4o_snp,0.54296803
35,openai4o_snp,flan_lnp,0.7283337
35,openai4o_snp,flan_snp,0.7283337
35,openai4o_snp,openai4m_lnp,0.528483
35,openai4o_snp,openai4m_snp,0.55643225
35,openai4o_snp,openai4o_lnp,0.54296803
35,openai4o_snp,openai4o_snp,0.6753691
36,flan_lnp,flan_lnp,0.99999994
36,flan_lnp,flan_snp,0.99999994
36,flan_lnp,openai4m_lnp,0.21926853
36,flan_lnp,openai4m_snp,0.27786702
36,flan_lnp,openai4o_lnp,0.40887874
36,flan_lnp,openai4o_snp,0.4154385
36,flan_snp,flan_lnp,0.99999994
36,flan_snp,flan_snp,0.99999994
36,flan_snp,openai4m_lnp,0.21926853
36,flan_snp,openai4m_snp,0.27786702
36,flan_snp,openai4o_lnp,0.40887874
36,flan_snp,openai4o_snp,0.4154385
36,openai4m_lnp,flan_lnp,0.2192685
36,openai4m_lnp,flan_snp,0.2192685
36,openai4m_lnp,openai4m_lnp,0.9664604
36,openai4m_lnp,openai4m_snp,0.32917038
36,openai4m_lnp,openai4o_lnp,0.40229174
36,openai4m_lnp,openai4o_snp,0.17772292
36,openai4m_snp,flan_lnp,0.27786702
36,openai4m_snp,flan_snp,0.27786702
36,openai4m_snp,openai4m_lnp,0.32917032
36,openai4m_snp,openai4m_snp,0.527993
36,openai4m_snp,openai4o_lnp,0.3597236
36,openai4m_snp,openai4o_snp,0.44417703
36,openai4o_lnp,flan_lnp,0.4088787
36,openai4o_lnp,flan_snp,0.4088787
36,openai4o_lnp,openai4m_lnp,0.40229172
36,openai4o_lnp,openai4m_snp,0.3597236
36,openai4o_lnp,openai4o_lnp,0.75803274
36,openai4o_lnp,openai4o_snp,0.3484475
36,openai4o_snp,flan_lnp,0.4154385
36,openai4o_snp,flan_snp,0.4154385
36,openai4o_snp,openai4m_lnp,0.17772289
36,openai4o_snp,openai4m_snp,0.44417706
36,openai4o_snp,openai4o_lnp,0.3484475
36,openai4o_snp,openai4o_snp,0.9489214
37,flan_lnp,flan_lnp,0.99999994
37,flan_lnp,flan_snp,0.99999994
37,flan_lnp,openai4m_lnp,0.7176568
37,flan_lnp,openai4m_snp,0.8865133
37,flan_lnp,openai4o_lnp,0.44229698
37,flan_lnp,openai4o_snp,0.86343634
37,flan_snp,flan_lnp,0.99999994
37,flan_snp,flan_snp,0.99999994
37,flan_snp,openai4m_lnp,0.7176568
37,flan_snp,openai4m_snp,0.8865133
37,flan_snp,openai4o_lnp,0.44229698
37,flan_snp,openai4o_snp,0.86343634
37,openai4m_lnp,flan_lnp,0.7176568
37,openai4m_lnp,flan_snp,0.7176568
37,openai4m_lnp,openai4m_lnp,0.87285614
37,openai4m_lnp,openai4m_snp,0.79270095
37,openai4m_lnp,openai4o_lnp,0.61028737
37,openai4m_lnp,openai4o_snp,0.8030423
37,openai4m_snp,flan_lnp,0.88651323
37,openai4m_snp,flan_snp,0.88651323
37,openai4m_snp,openai4m_lnp,0.79270095
37,openai4m_snp,openai4m_snp,0.9491623
37,openai4m_snp,openai4o_lnp,0.5025699
37,openai4m_snp,openai4o_snp,0.92367965
37,openai4o_lnp,flan_lnp,0.44229698
37,openai4o_lnp,flan_snp,0.44229698
37,openai4o_lnp,openai4m_lnp,0.6102874
37,openai4o_lnp,openai4m_snp,0.5025699
37,openai4o_lnp,openai4o_lnp,0.6782768
37,openai4o_lnp,openai4o_snp,0.51385856
37,openai4o_snp,flan_lnp,0.86343646
37,openai4o_snp,flan_snp,0.86343646
37,openai4o_snp,openai4m_lnp,0.8030423
37,openai4o_snp,openai4m_snp,0.9236797
37,openai4o_snp,openai4o_lnp,0.51385856
37,openai4o_snp,openai4o_snp,0.9085115
38,flan_lnp,flan_lnp,1.0000001
38,flan_lnp,flan_snp,1.0000001
38,flan_lnp,openai4m_lnp,0.59503174
38,flan_lnp,openai4m_snp,0.5773214
38,flan_lnp,openai4o_lnp,0.5845792
38,flan_lnp,openai4o_snp,0.5817479
38,flan_snp,flan_lnp,1.0000001
38,flan_snp,flan_snp,1.0000001
38,flan_snp,openai4m_lnp,0.59503174
38,flan_snp,openai4m_snp,0.5773214
38,flan_snp,openai4o_lnp,0.5845792
38,flan_snp,openai4o_snp,0.5817479
38,openai4m_lnp,flan_lnp,0.59503174
38,openai4m_lnp,flan_snp,0.59503174
38,openai4m_lnp,openai4m_lnp,0.9946768
38,openai4m_lnp,openai4m_snp,0.80803496
38,openai4m_lnp,openai4o_lnp,0.96433043
38,openai4m_lnp,openai4o_snp,0.82250124
38,openai4m_snp,flan_lnp,0.5773214
38,openai4m_snp,flan_snp,0.5773214
38,openai4m_snp,openai4m_lnp,0.80803496
38,openai4m_snp,openai4m_snp,0.9115172
38,openai4m_snp,openai4o_lnp,0.8013374
38,openai4m_snp,openai4o_snp,0.83321726
38,openai4o_lnp,flan_lnp,0.58457917
38,openai4o_lnp,flan_snp,0.58457917
38,openai4o_lnp,openai4m_lnp,0.9643304
38,openai4o_lnp,openai4m_snp,0.8013374
38,openai4o_lnp,openai4o_lnp,0.9428531
38,openai4o_lnp,openai4o_snp,0.80757636
38,openai4o_snp,flan_lnp,0.5817479
38,openai4o_snp,flan_snp,0.5817479
38,openai4o_snp,openai4m_lnp,0.8225013
38,openai4o_snp,openai4m_snp,0.83321726
38,openai4o_snp,openai4o_lnp,0.8075764
38,openai4o_snp,openai4o_snp,0.79859453
39,flan_lnp,flan_lnp,0.99999994
39,flan_lnp,flan_snp,0.99999994
39,flan_lnp,openai4m_lnp,0.77157164
39,flan_lnp,openai4m_snp,0.27729788
39,flan_lnp,openai4o_lnp,0.49464965
39,flan_lnp,openai4o_snp,0.30193138
39,flan_snp,flan_lnp,0.99999994
39,flan_snp,flan_snp,0.99999994
39,flan_snp,openai4m_lnp,0.77157164
39,flan_snp,openai4m_snp,0.27729788
39,flan_snp,openai4o_lnp,0.49464965
39,flan_snp,openai4o_snp,0.30193138
39,openai4m_lnp,flan_lnp,0.77157164
39,openai4m_lnp,flan_snp,0.77157164
39,openai4m_lnp,openai4m_lnp,0.85386735
39,openai4m_lnp,openai4m_snp,0.57570136
39,openai4m_lnp,openai4o_lnp,0.71540016
39,openai4m_lnp,openai4o_snp,0.61750174
39,openai4m_snp,flan_lnp,0.27729785
39,openai4m_snp,flan_snp,0.27729785
39,openai4m_snp,openai4m_lnp,0.5757013
39,openai4m_snp,openai4m_snp,0.86478287
39,openai4m_snp,openai4o_lnp,0.69480836
39,openai4m_snp,openai4o_snp,0.9152333
39,openai4o_lnp,flan_lnp,0.4946497
39,openai4o_lnp,flan_snp,0.4946497
39,openai4o_lnp,openai4m_lnp,0.7154001
39,openai4o_lnp,openai4m_snp,0.69480836
39,openai4o_lnp,openai4o_lnp,0.7869205
39,openai4o_lnp,openai4o_snp,0.7231336
39,openai4o_snp,flan_lnp,0.30193138
39,openai4o_snp,flan_snp,0.30193138
39,openai4o_snp,openai4m_lnp,0.61750174
39,openai4o_snp,openai4m_snp,0.91523343
39,openai4o_snp,openai4o_lnp,0.7231336
39,openai4o_snp,openai4o_snp,0.99963623
40,flan_lnp,flan_lnp,1.0000001
40,flan_lnp,flan_snp,1.0000001
40,flan_lnp,openai4m_lnp,0.59154165
40,flan_lnp,openai4m_snp,0.66482973
40,flan_lnp,openai4o_lnp,0.58715135
40,flan_lnp,openai4o_snp,0.6188617
40,flan_snp,flan_lnp,1.0000001
40,flan_snp,flan_snp,1.0000001
40,flan_snp,openai4m_lnp,0.59154165
40,flan_snp,openai4m_snp,0.66482973
40,flan_snp,openai4o_lnp,0.58715135
40,flan_snp,openai4o_snp,0.6188617
40,openai4m_lnp,flan_lnp,0.59154165
40,openai4m_lnp,flan_snp,0.59154165
40,openai4m_lnp,openai4m_lnp,0.88360125
40,openai4m_lnp,openai4m_snp,0.79152685
40,openai4m_lnp,openai4o_lnp,0.8983046
40,openai4m_lnp,openai4o_snp,0.7971601
40,openai4m_snp,flan_lnp,0.66482973
40,openai4m_snp,flan_snp,0.66482973
40,openai4m_snp,openai4m_lnp,0.7915268
40,openai4m_snp,openai4m_snp,0.83500564
40,openai4m_snp,openai4o_lnp,0.8684498
40,openai4m_snp,openai4o_snp,0.7975767
40,openai4o_lnp,flan_lnp,0.58715135
40,openai4o_lnp,flan_snp,0.58715135
40,openai4o_lnp,openai4m_lnp,0.8983046
40,openai4o_lnp,openai4m_snp,0.8684498
40,openai4o_lnp,openai4o_lnp,0.9928911
40,openai4o_lnp,openai4o_snp,0.8556683
40,openai4o_snp,flan_lnp,0.6188617
40,openai4o_snp,flan_snp,0.6188617
40,openai4o_snp,openai4m_lnp,0.7971601
40,openai4o_snp,openai4m_snp,0.79757684
40,openai4o_snp,openai4o_lnp,0.8556683
40,openai4o_snp,openai4o_snp,0.7975758
41,flan_lnp,flan_lnp,0.8246872
41,flan_lnp,flan_snp,0.41562384
41,flan_lnp,openai4m_lnp,0.55690783
41,flan_lnp,openai4m_snp,0.39019608
41,flan_lnp,openai4o_lnp,0.5696505
41,flan_lnp,openai4o_snp,0.382416
41,flan_snp,flan_lnp,0.41562384
41,flan_snp,flan_snp,1.0000001
41,flan_snp,openai4m_lnp,0.42491
41,flan_snp,openai4m_snp,0.48047334
41,flan_snp,openai4o_lnp,0.46092474
41,flan_snp,openai4o_snp,0.47211403
41,openai4m_lnp,flan_lnp,0.5569079
41,openai4m_lnp,flan_snp,0.42491
41,openai4m_lnp,openai4m_lnp,0.6979481
41,openai4m_lnp,openai4m_snp,0.3967866
41,openai4m_lnp,openai4o_lnp,0.70472276
41,openai4m_lnp,openai4o_snp,0.38309592
41,openai4m_snp,flan_lnp,0.39019608
41,openai4m_snp,flan_snp,0.48047334
41,openai4m_snp,openai4m_lnp,0.39678666
41,openai4m_snp,openai4m_snp,0.8018433
41,openai4m_snp,openai4o_lnp,0.39756867
41,openai4m_snp,openai4o_snp,0.80306137
41,openai4o_lnp,flan_lnp,0.5696505
41,openai4o_lnp,flan_snp,0.46092474
41,openai4o_lnp,openai4m_lnp,0.70472276
41,openai4o_lnp,openai4m_snp,0.39756867
41,openai4o_lnp,openai4o_lnp,0.72060007
41,openai4o_lnp,openai4o_snp,0.3832922
41,openai4o_snp,flan_lnp,0.382416
41,openai4o_snp,flan_snp,0.47211406
41,openai4o_snp,openai4m_lnp,0.3830959
41,openai4o_snp,openai4m_snp,0.80306137
41,openai4o_snp,openai4o_lnp,0.3832922
41,openai4o_snp,openai4o_snp,0.8060491
42,flan_lnp,flan_lnp,0.91983247
42,flan_lnp,flan_snp,0.91983247
42,flan_lnp,openai4m_lnp,0.30474925
42,flan_lnp,openai4m_snp,0.36405915
42,flan_lnp,openai4o_lnp,0.3186179
42,flan_lnp,openai4o_snp,0.34727037
42,flan_snp,flan_lnp,0.91983247
42,flan_snp,flan_snp,0.91983247
42,flan_snp,openai4m_lnp,0.30474925
42,flan_snp,openai4m_snp,0.36405915
42,flan_snp,openai4o_lnp,0.3186179
42,flan_snp,openai4o_snp,0.34727037
42,openai4m_lnp,flan_lnp,0.30474925
42,openai4m_lnp,flan_snp,0.30474925
42,openai4m_lnp,openai4m_lnp,0.7400155
42,openai4m_lnp,openai4m_snp,0.5813843
42,openai4m_lnp,openai4o_lnp,0.7476059
42,openai4m_lnp,openai4o_snp,0.5909402
42,openai4m_snp,flan_lnp,0.36405915
42,openai4m_snp,flan_snp,0.36405915
42,openai4m_snp,openai4m_lnp,0.5813843
42,openai4m_snp,openai4m_snp,0.5552747
42,openai4m_snp,openai4o_lnp,0.5418047
42,openai4m_snp,openai4o_snp,0.5560866
42,openai4o_lnp,flan_lnp,0.3186179
42,openai4o_lnp,flan_snp,0.3186179
42,openai4o_lnp,openai4m_lnp,0.7476059
42,openai4o_lnp,openai4m_snp,0.5418046
42,openai4o_lnp,openai4o_lnp,0.8159555
42,openai4o_lnp,openai4o_snp,0.58536357
42,openai4o_snp,flan_lnp,0.34727037
42,openai4o_snp,flan_snp,0.34727037
42,openai4o_snp,openai4m_lnp,0.5909402
42,openai4o_snp,openai4m_snp,0.55608654
42,openai4o_snp,openai4o_lnp,0.58536357
42,openai4o_snp,openai4o_snp,0.8155619
43,flan_lnp,flan_lnp,0.83007276
43,flan_lnp,flan_snp,0.83007276
43,flan_lnp,openai4m_lnp,0.682579
43,flan_lnp,openai4m_snp,0.6156309
43,flan_lnp,openai4o_lnp,0.6519978
43,flan_lnp,openai4o_snp,0.61004305
43,flan_snp,flan_lnp,0.83007276
43,flan_snp,flan_snp,0.83007276
43,flan_snp,openai4m_lnp,0.682579
43,flan_snp,openai4m_snp,0.6156309
43,flan_snp,openai4o_lnp,0.6519978
43,flan_snp,openai4o_snp,0.61004305
43,openai4m_lnp,flan_lnp,0.68257904
43,openai4m_lnp,flan_snp,0.68257904
43,openai4m_lnp,openai4m_lnp,0.73776704
43,openai4m_lnp,openai4m_snp,0.65353656
43,openai4m_lnp,openai4o_lnp,0.68616563
43,openai4m_lnp,openai4o_snp,0.6459955
43,openai4m_snp,flan_lnp,0.6156309
43,openai4m_snp,flan_snp,0.6156309
43,openai4m_snp,openai4m_lnp,0.65353656
43,openai4m_snp,openai4m_snp,0.7801844
43,openai4m_snp,openai4o_lnp,0.6381122
43,openai4m_snp,openai4o_snp,0.77395934
43,openai4o_lnp,flan_lnp,0.6519978
43,openai4o_lnp,flan_snp,0.6519978
43,openai4o_lnp,openai4m_lnp,0.68616563
43,openai4o_lnp,openai4m_snp,0.6381122
43,openai4o_lnp,openai4o_lnp,0.68820536
43,openai4o_lnp,openai4o_snp,0.6347709
43,openai4o_snp,flan_lnp,0.6100431
43,openai4o_snp,flan_snp,0.6100431
43,openai4o_snp,openai4m_lnp,0.64599556
43,openai4o_snp,openai4m_snp,0.77395934
43,openai4o_snp,openai4o_lnp,0.6347709
43,openai4o_snp,openai4o_snp,0.77336013
44,flan_lnp,flan_lnp,0.8413243
44,flan_lnp,flan_snp,0.8413243
44,flan_lnp,openai4m_lnp,0.43278518
44,flan_lnp,openai4m_snp,0.38951612
44,flan_lnp,openai4o_lnp,0.478006
44,flan_lnp,openai4o_snp,0.4041993
44,flan_snp,flan_lnp,0.8413243
44,flan_snp,flan_snp,0.8413243
44,flan_snp,openai4m_lnp,0.43278518
44,flan_snp,openai4m_snp,0.38951612
44,flan_snp,openai4o_lnp,0.478006
44,flan_snp,openai4o_snp,0.4041993
44,openai4m_lnp,flan_lnp,0.43278518
44,openai4m_lnp,flan_snp,0.43278518
44,openai4m_lnp,openai4m_lnp,0.74015266
44,openai4m_lnp,openai4m_snp,0.6091027
44,openai4m_lnp,openai4o_lnp,0.72708803
44,openai4m_lnp,openai4o_snp,0.6843827
44,openai4m_snp,flan_lnp,0.38951606
44,openai4m_snp,flan_snp,0.38951606
44,openai4m_snp,openai4m_lnp,0.6091027
44,openai4m_snp,openai4m_snp,0.6604723
44,openai4m_snp,openai4o_lnp,0.5967924
44,openai4m_snp,openai4o_snp,0.6702794
44,openai4o_lnp,flan_lnp,0.47800598
44,openai4o_lnp,flan_snp,0.47800598
44,openai4o_lnp,openai4m_lnp,0.72708803
44,openai4o_lnp,openai4m_snp,0.5967924
44,openai4o_lnp,openai4o_lnp,0.7768851
44,openai4o_lnp,openai4o_snp,0.722563
44,openai4o_snp,flan_lnp,0.4041993
44,openai4o_snp,flan_snp,0.4041993
44,openai4o_snp,openai4m_lnp,0.6843826
44,openai4o_snp,openai4m_snp,0.6702794
44,openai4o_snp,openai4o_lnp,0.722563
44,openai4o_snp,openai4o_snp,0.7761595
45,flan_lnp,flan_lnp,0.8402151
45,flan_lnp,flan_snp,0.8402151
45,flan_lnp,openai4m_lnp,0.34671718
45,flan_lnp,openai4m_snp,0.39467227
45,flan_lnp,openai4o_lnp,0.35322165
45,flan_lnp,openai4o_snp,0.41893208
45,flan_snp,flan_lnp,0.8402151
45,flan_snp,flan_snp,0.8402151
45,flan_snp,openai4m_lnp,0.34671718
45,flan_snp,openai4m_snp,0.39467227
45,flan_snp,openai4o_lnp,0.35322165
45,flan_snp,openai4o_snp,0.41893208
45,openai4m_lnp,flan_lnp,0.34671724
45,openai4m_lnp,flan_snp,0.34671724
45,openai4m_lnp,openai4m_lnp,0.6297934
45,openai4m_lnp,openai4m_snp,0.5994985
45,openai4m_lnp,openai4o_lnp,0.59549284
45,openai4m_lnp,openai4o_snp,0.59598523
45,openai4m_snp,flan_lnp,0.39467224
45,openai4m_snp,flan_snp,0.39467224
45,openai4m_snp,openai4m_lnp,0.5994985
45,openai4m_snp,openai4m_snp,0.7470381
45,openai4m_snp,openai4o_lnp,0.5262727
45,openai4m_snp,openai4o_snp,0.7435502
45,openai4o_lnp,flan_lnp,0.35322165
45,openai4o_lnp,flan_snp,0.35322165
45,openai4o_lnp,openai4m_lnp,0.59549284
45,openai4o_lnp,openai4m_snp,0.5262728
45,openai4o_lnp,openai4o_lnp,0.62063783
45,openai4o_lnp,openai4o_snp,0.5230993
45,openai4o_snp,flan_lnp,0.41893205
45,openai4o_snp,flan_snp,0.41893205
45,openai4o_snp,openai4m_lnp,0.59598523
45,openai4o_snp,openai4m_snp,0.74355024
45,openai4o_snp,openai4o_lnp,0.5230993
45,openai4o_snp,openai4o_snp,0.74314207
46,flan_lnp,flan_lnp,0.76653063
46,flan_lnp,flan_snp,0.38456002
46,flan_lnp,openai4m_lnp,0.5618576
46,flan_lnp,openai4m_snp,0.61741656
46,flan_lnp,openai4o_lnp,0.5583826
46,flan_lnp,openai4o_snp,0.6130385
46,flan_snp,flan_lnp,0.38456002
46,flan_snp,flan_snp,0.8298323
46,flan_snp,openai4m_lnp,0.41159552
46,flan_snp,openai4m_snp,0.61748064
46,flan_snp,openai4o_lnp,0.41659775
46,flan_snp,openai4o_snp,0.5646751
46,openai4m_lnp,flan_lnp,0.5618576
46,openai4m_lnp,flan_snp,0.41159552
46,openai4m_lnp,openai4m_lnp,0.67952037
46,openai4m_lnp,openai4m_snp,0.5417852
46,openai4m_lnp,openai4o_lnp,0.5424508
46,openai4m_lnp,openai4o_snp,0.5443039
46,openai4m_snp,flan_lnp,0.6174166
46,openai4m_snp,flan_snp,0.6174805
46,openai4m_snp,openai4m_lnp,0.5417852
46,openai4m_snp,openai4m_snp,0.7914066
46,openai4m_snp,openai4o_lnp,0.56906295
46,openai4m_snp,openai4o_snp,0.7299571
46,openai4o_lnp,flan_lnp,0.5583826
46,openai4o_lnp,flan_snp,0.41659775
46,openai4o_lnp,openai4m_lnp,0.5424507
46,openai4o_lnp,openai4m_snp,0.56906295
46,openai4o_lnp,openai4o_lnp,0.5927854
46,openai4o_lnp,openai4o_snp,0.55271465
46,openai4o_snp,flan_lnp,0.61303854
46,openai4o_snp,flan_snp,0.5646751
46,openai4o_snp,openai4m_lnp,0.54430395
46,openai4o_snp,openai4m_snp,0.7299571
46,openai4o_snp,openai4o_lnp,0.5527146
46,openai4o_snp,openai4o_snp,0.7579573
47,flan_lnp,flan_lnp,0.87884367
47,flan_lnp,flan_snp,0.87884367
47,flan_lnp,openai4m_lnp,0.8006592
47,flan_lnp,openai4m_snp,0.862769
47,flan_lnp,openai4o_lnp,0.7945706
47,flan_lnp,openai4o_snp,0.85579026
47,flan_snp,flan_lnp,0.87884367
47,flan_snp,flan_snp,0.87884367
47,flan_snp,openai4m_lnp,0.8006592
47,flan_snp,openai4m_snp,0.862769
47,flan_snp,openai4o_lnp,0.7945706
47,flan_snp,openai4o_snp,0.85579026
47,openai4m_lnp,flan_lnp,0.8006591
47,openai4m_lnp,flan_snp,0.8006591
47,openai4m_lnp,openai4m_lnp,0.8203073
47,openai4m_lnp,openai4m_snp,0.7992505
47,openai4m_lnp,openai4o_lnp,0.79692644
47,openai4m_lnp,openai4o_snp,0.7933078
47,openai4m_snp,flan_lnp,0.862769
47,openai4m_snp,flan_snp,0.862769
47,openai4m_snp,openai4m_lnp,0.7992505
47,openai4m_snp,openai4m_snp,0.8561823
47,openai4m_snp,openai4o_lnp,0.79043794
47,openai4m_snp,openai4o_snp,0.8471516
47,openai4o_lnp,flan_lnp,0.7945706
47,openai4o_lnp,flan_snp,0.7945706
47,openai4o_lnp,openai4m_lnp,0.79692644
47,openai4o_lnp,openai4m_snp,0.79043794
47,openai4o_lnp,openai4o_lnp,0.83789206
47,openai4o_lnp,openai4o_snp,0.78392375
47,openai4o_snp,flan_lnp,0.85579026
47,openai4o_snp,flan_snp,0.85579026
47,openai4o_snp,openai4m_lnp,0.7933079
47,openai4o_snp,openai4m_snp,0.8471516
47,openai4o_snp,openai4o_lnp,0.7839238
47,openai4o_snp,openai4o_snp,0.8406677
48,flan_lnp,flan_lnp,0.81911
48,flan_lnp,flan_snp,0.81911
48,flan_lnp,openai4m_lnp,0.5280846
48,flan_lnp,openai4m_snp,0.65675867
48,flan_lnp,openai4o_lnp,0.5223999
48,flan_lnp,openai4o_snp,0.6224976
48,flan_snp,flan_lnp,0.81911
48,flan_snp,flan_snp,0.81911
48,flan_snp,openai4m_lnp,0.5280846
